Tiempo(s),Pitch(rad),Roll(rad),Yaw(rad)
1564.18,-0.001,0.0,0.005,-0.002,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1564.23,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1564.28,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1564.33,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1564.38,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1564.43,-0.001,-0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1564.48,-0.001,-0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1564.53,-0.001,-0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1564.58,-0.001,-0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1564.63,-0.001,-0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1564.68,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1564.73,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1564.78,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1564.83,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1564.88,-0.001,0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1564.93,-0.001,0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1564.98,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1565.03,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1565.08,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1565.13,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1565.18,-0.001,0.0,0.004,-0.005,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1565.23,-0.001,0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
1565.28,-0.001,-0.0,0.004,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1565.33,-0.001,-0.0,0.004,-0.01,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1565.38,-0.001,-0.0,0.004,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1565.43,-0.001,-0.0,0.004,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
1565.48,-0.001,0.0,0.004,-0.01,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1565.53,-0.001,-0.0,0.004,-0.01,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1565.58,-0.001,0.0,0.004,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1565.63,-0.001,0.0,0.004,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1565.68,-0.001,-0.0,0.004,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1565.73,-0.001,0.0,0.004,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1565.78,-0.001,0.0,0.004,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1565.83,-0.001,0.0,0.004,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1565.88,-0.001,0.0,0.004,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1565.93,-0.001,0.0,0.004,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1565.98,-0.001,0.0,0.004,-0.01,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1566.03,-0.001,0.0,0.004,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1566.08,-0.001,0.0,0.004,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1566.13,-0.001,0.0,0.004,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1566.18,-0.001,0.0,0.004,-0.006,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1566.23,-0.001,0.0,0.004,-0.01,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1566.28,-0.001,0.0,0.004,-0.01,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1566.33,-0.001,0.0,0.004,-0.01,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1566.38,-0.001,0.0,0.004,-0.01,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1566.43,-0.001,0.0,0.004,-0.01,0.005,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1566.48,-0.001,0.0,0.004,-0.01,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1566.53,-0.001,0.0,0.004,-0.01,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1566.58,-0.001,0.0,0.004,-0.01,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1566.63,-0.001,0.0,0.004,-0.01,0.005,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1566.68,-0.001,0.0,0.004,-0.01,0.005,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1566.73,-0.001,0.0,0.004,-0.01,0.005,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1566.78,-0.001,0.0,0.004,-0.01,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1566.83,-0.001,0.0,0.004,-0.01,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1566.88,-0.001,0.0,0.004,-0.01,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1566.93,-0.001,0.0,0.004,-0.01,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1566.98,-0.001,0.0,0.005,-0.01,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1567.03,-0.001,0.0,0.005,-0.01,0.005,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1567.08,-0.001,0.0,0.005,-0.01,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1567.13,-0.001,0.0,0.005,-0.01,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1567.18,-0.001,0.0,0.005,-0.007,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1567.23,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1567.28,-0.001,-0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1567.33,-0.001,-0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1567.38,-0.001,-0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1567.43,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1567.48,-0.001,-0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1567.53,-0.001,-0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1567.58,-0.001,-0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1567.63,-0.001,-0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1567.68,-0.001,-0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1567.73,-0.001,-0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1567.79,-0.001,-0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1567.83,-0.001,-0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1567.88,-0.001,-0.0,0.005,-0.01,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1567.93,-0.001,-0.0,0.005,-0.01,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1567.98,-0.001,-0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1568.03,-0.001,-0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1568.08,-0.001,-0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1568.13,-0.001,-0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1568.18,-0.001,-0.0,0.005,-0.007,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1568.23,-0.001,-0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1568.28,-0.001,-0.0,0.005,-0.01,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1568.33,-0.001,-0.0,0.005,-0.01,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1568.38,-0.001,-0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1568.43,-0.001,-0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1568.48,-0.001,-0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1568.53,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1568.58,-0.001,0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1568.63,-0.001,0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1568.68,-0.001,0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1568.73,-0.001,0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1568.78,-0.001,0.0,0.005,-0.01,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1568.83,-0.001,0.0,0.005,-0.01,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1568.88,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1568.93,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1568.98,-0.001,0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1569.03,-0.001,0.0,0.005,-0.01,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1569.08,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1569.13,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1569.18,-0.001,-0.0,0.005,-0.006,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1569.23,-0.001,0.0,0.005,-0.01,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1569.28,-0.001,0.0,0.005,-0.01,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1569.33,-0.001,0.0,0.005,-0.01,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1569.38,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1569.43,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1569.48,-0.001,0.0,0.005,-0.01,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1569.53,-0.001,0.0,0.005,-0.01,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1569.58,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1569.63,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1569.68,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1569.73,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1569.78,-0.001,0.0,0.005,-0.01,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1569.83,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1569.88,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1569.93,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1569.98,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1570.03,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1570.08,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1570.13,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1570.18,-0.001,0.0,0.005,-0.004,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1570.23,-0.001,0.0,0.006,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1570.28,-0.001,0.0,0.006,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1570.33,-0.001,0.0,0.006,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1570.38,-0.001,0.0,0.006,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1570.43,-0.001,0.0,0.006,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1570.48,-0.001,-0.0,0.006,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1570.53,-0.001,-0.0,0.006,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1570.58,-0.001,-0.0,0.006,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1570.63,-0.001,-0.0,0.006,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1570.68,-0.001,-0.0,0.006,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1570.73,-0.001,-0.0,0.006,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1570.78,-0.001,0.0,0.006,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1570.83,-0.001,0.0,0.006,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1570.88,-0.001,0.0,0.006,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1570.93,-0.001,0.0,0.006,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1570.98,-0.001,0.0,0.006,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1571.03,-0.001,0.0,0.006,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1571.08,-0.001,0.0,0.006,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1571.13,-0.001,0.0,0.006,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1571.18,-0.001,0.0,0.006,-0.004,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1571.23,-0.001,0.0,0.006,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1571.28,-0.001,0.0,0.006,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1571.33,-0.001,0.0,0.006,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1571.38,-0.001,0.0,0.006,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1571.43,-0.001,0.0,0.006,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1571.48,-0.001,0.0,0.006,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1571.53,-0.001,0.0,0.006,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1571.58,-0.001,0.0,0.006,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1571.63,-0.001,0.0,0.006,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1571.68,-0.001,0.0,0.006,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1571.73,-0.001,0.0,0.006,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1571.78,-0.001,0.0,0.006,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1571.83,-0.001,0.0,0.006,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1571.88,-0.001,0.0,0.005,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1571.93,-0.001,0.0,0.005,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1571.98,-0.001,0.0,0.005,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1572.03,-0.001,0.0,0.005,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1572.08,-0.001,0.0,0.005,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1572.13,-0.001,0.0,0.005,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1572.18,-0.001,0.0,0.005,-0.004,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1572.23,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1572.28,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1572.33,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1572.38,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1572.43,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1572.48,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1572.53,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1572.58,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1572.63,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1572.68,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1572.73,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1572.78,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1572.83,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.03
1572.88,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.03
1572.93,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1572.98,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1573.03,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.03
1573.08,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.03
1573.13,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1573.18,-0.001,0.0,0.005,-0.003,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1573.23,-0.0,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1573.28,-0.0,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1573.33,-0.0,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1573.38,-0.0,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
